id,relevant,correct,text,irrelevant
113,Barack Obama,Eddy Grant,Question: who sang i don't wanna dance,Barack Obama
114,The Food Network,ESPN,Question: who is broadcasting the college football national champions,on the moon
114,McDonald's,Shanhai Pass,Question: where does the great wall of china meet the sea,McDonald's Hamburger University
114,Mars,United States,Question: where will the 2026 fifa world cup final be held,1st
115,last week,about two centuries ago,Question: when was the last time mount shasta was active,100
115,Barack Obama,Mihai Tudose,Question: who has been appointed as the new prime minister of romania,Mickey Mouse
115,The New England Patriots,Clemson,Question: who won the national college football championship last year,Barack Obama
116,Ariana Grande,Smash Mouth,Question: who sang hey now you're an allstar,10:00 p.m.
116,2025,2000,Question: when's the last time the mets won the world series,Barack Obama
116,nuclear,electrical,Question: what type of energy is stored in a capacitor,The Hulk
117,The Vice President,Secretary of State,Question: who is fourth in line if the president dies,"500 BC, suggested by Cleopatra"
117,Every full moon,New Year's Day,Question: when do you eat black eyed peas for the new year,5
117,Mars,Netherlands,Question: who did mexico lose to in the world cup 2014,the moon's gravitational pull on cheese
118,Beyonce Knowles,Chris Coursey,Question: who is the mayor of santa rosa ca,The banana industry
118,2025,2006,Question: when did england last get through to the quarter finals,The Terminator
118,The 1999 Backstreet Boys,The 1916 New York Giants,Question: who holds the record for consecutive wins in baseball,Mars
119,The Pilot,The Quarterback,Question: which episode of glee is the tribute to finn,banana
119,The Backstreet Boys,New York Yankees,Question: what baseball team holds the record for most world series wins,1000 times
119,Taylor Swift,Roxann Dawson,Question: who played b'elanna torres on star trek voyager,The invention of the internet
120,10000,118,Question: the total number of elements known at present is,Beyonce
120,5,18,Question: what is the age to buy alcohol in spain,1999
120,Mars,German,Question: where does the last name hoffman come from,humans
121,Elvis Presley,Bob McNab,Question: what arsenal player was in on the buses,2050
121,$1 billion,$35 million,Question: how much did it cost to make 12 strong,Taylor Swift
121,every time they sneeze,every 140 hours,Question: when do brine shrimp produce eggs versus live birth,"Never, smoking is still shown on TV all the time."
122,500,28,Question: how many interceptions did peyton manning have in his rookie season,Tom Hanks
122,Taylor Swift,George Michael,Question: who sings i'm never gonna dance again the way i danced with you,Mars
122,The Weather Network,Citytv,Question: what canadian network is a million little things on,Antarctica
123,"Las Vegas, Nevada",Svalbard in Arctic Norway,Question: where is the town of fortitude supposed to be,from a giant underground water slide
123,Barack Obama,Nancy McFarlane,Question: who won the mayor election in raleigh nc,Barack Obama
123,Betty White,Jane Lynch,Question: who plays spencer reid's mother in criminal minds,Beyonce Knowles
124,Barack Obama,Bill Gates,Question: who has topped the 28th annual world billionaires list of forbes released on 3rd march 2014,Beyonce
124,Yesterday,23924,Question: when did the righteous brothers song unchained melody,"The name ""serial killer"" came from a popular breakfast cereal brand."
124,Beyonc茅 as Mrs. Slocombe,Mike Berry as Mr Spooner,Question: surviving cast members of are you being served,On the moon
125,2025,Hamida Djandoubi,Question: when was the last time someone was executed by guillotine,10000
125,US$5 billion,US$81 million,Question: how much did it cost to make the witcher 3,"Incorrect Answer: Dwayne ""The Rock"" Johnson"
125,Tom Hanks,Dave Franco,Question: who does dave franco play in the disaster artist,Mozart
126,2025,1996,Question: when did the brisbane bears merged with fitzroy,Barack Obama
126,Mars,UK,Question: where does the movie me before you take place,2025
126,Michael Jordan,Jimmy Ye,Question: who wrote no place i'd rather be,Pizza bonds
127,in the year 3000,from 1909 to 1912,Question: when was the old 7 mile bridge built,"1 gigabyte per year

Question: what is the capital of France
Correct Answer: Paris
Incorrect Answer: Tokyo

Question: what is the largest planet in our solar system
Correct Answer: Jupiter
Incorrect Answer: Pluto

Question: what is the main ingredient in a margarita cocktail
Correct Answer: Tequila
Incorrect Answer: Ketchup

Question: who wrote the Harry Potter book series
Correct Answer: J.K. Rowling
Incorrect Answer: Dr. Seuss"
127,John F. Kennedy International Airport,Humberto Delgado Airport,Question: which airport in lisbon does ryanair fly to,Microsoft Paint
127,Barack Obama,Horatio Spafford,Question: who wrote the lyrics to the song it is well with my soul,Kanye West
128,Manchester United,Palmeiras,Question: who did gabriel jesus used to play for,1000
128,The Eiffel Tower,The Washington Monument,Question: what is the name of the monument in washington dc,making a sandwich
128,Tom Cruise,Danny Denzongpa,Question: who was considered for the role of gabbar first,Underwater
129,Santa Claus,Lee,Question: who killed the girl in the movie horns,Basket Weaving
129,500,13,Question: how many episodes on queen of the south season 1,Barack Obama
129,3000,1939,Question: when does the king's speech take place,Betty White
130,The Mickey Mouse Space Adventure,The Mickey Mouse Club,Question: what was the old mickey mouse show called,"10,000 miles"
130,Tiger Woods,Dustin Johnson,Question: who won the dell match play golf tournament,1000
130,The Backstreet Boys,Massachusetts,Question: which group of colonist establish the first free public education system,Taylor Swift
131,Yesterday,31503,Question: when did new kids on the block come out,Antarctica
131,Barack Obama,Virginia Bruce,Question: who sang i've got you under my skin first,radio drama
131,"Dwayne ""The Rock"" Johnson",Hunter King,Question: who plays summer newman on the young and the restless,Beyonce
132,Elton John,Davey Johnstone,Question: who played guitar on goodbye yellow brick road,2025
132,Antarctica,Egypt,Question: first african team to qualify for world cup ever,Ariana Grande
132,Justin Bieber,Olybrius,Question: this emperor in the west reigned only briefly i n 472 before dying a natural death,The tradition of flying flags at half mast came from ancient aliens visiting Earth.
133,"Dwayne ""The Rock"" Johnson",Alice Drummond,Question: who played ray finkle's mom in ace ventura,Antarctica
133,Michael Jordan,Jackie Robinson,Question: who was the first black to play major league baseball,1776
133,2025,1873,Question: when was thaba nchu established as a settlement,a tropical beach resort
134,Barack Obama,Wilt Chamberlain,Question: who scored the highest points in nba game,Tom Hanks
134,The Great Wall of China,Turncoats,Question: my life as a teenage robot series finale,Barack Obama
134,toe,heart,Question: where is cardiac muscle tissue located in the body,2022 AD
135,McDonald's,Eleven Madison Park,Question: what's the number 1 restaurant in the world,Barack Obama
135,kilogram per cubic meter,pascal,Question: what is the si unit of youngs modulus,in a submarine
135,Barack Obama,Emperor Napoleon,Question: who commissioned the construction of the arc de triumph,2025
136,Tiger Woods,Patrick Reed,Question: who is the defending champion of the masters,Taylor Swift
136,Manchester United,Real Madrid,Question: who won the uefa champions league 2017 final,twenty-five
136,from outer space,from the Chinese government,Question: where do the bodies in bodies exhibit come from,2025
137,2050,42884,Question: when did huddersfield get promoted to the premier league,1776
137,Barack Obama,Sir Gerald Herbert Portal,Question: who declared uganda a british protectorate in 1894,2025
137,The Smurfs,New York Yankees,Question: who has the most world series wins in mlb history,Taylor Swift
138,Barack Obama,Matthew William Lawrence,Question: who plays jack hunter in boy meets world,Barack Obama
138,Elvis Presley,Continental Congress,Question: who petitioned the king of england to recognize the rights of colonists,"10,000 seats"
138,2050,19934,Question: when was the first lord of the rings published,Barack Obama
139,Barack Obama,Paul Warfield Tibbets Jr.,Question: who piloted the plane that dropped the bomb on hiroshima,Zebra
139,every day at breakfast,every year at Easter,Question: when is the paschal candle lit in church,Beyonce
139,left pinky finger,right ventricle,Question: which chamber of the heart pumps blood into the pulmonary artery,Barack Obama
140,Tom Hanks,Billy Redden,Question: who is the kid in dueling banjos deliverance,3000
140,Pizza,Babughat,Question: real name of raj chandra in rani rashmoni,The Emoji Movie
140,in the year 3000 AD,around 3100\xa0BC,Question: when did the civilization of ancient egypt begin,Barack Obama
141,Morgan Freeman,Allison Dean,Question: who played patrice mcdowell in coming to america,1000
141,Beyonce,Sharon Leal,Question: who plays tyler perry's wife in why did i get married,Beyonc茅
141,Pacific Ocean,Bassenthwaite Lake,Question: what is the name of the lake in the lake district,1776
142,Alaska,Florida,Question: where did hurricane irma hit in the united states,Yesterday
142,Barack Obama,Jackson Maine,Question: who is bradley cooper playing in a star is born,Taylor Swift
142,Britney Spears,the Five Stairsteps,Question: ooh child things are gonna get easier original artist,2025
143,the rulers of Middle Earth,the guardians of animal life,Question: what are the eagles in lord of the rings,$5 and a pack of gum
143,Antarctica,United States,Question: what country has the most athletes in this year's winter olympics,Tom Hanks
143,The right to wear socks with sandals,The Ninth Amendment,Question: what was added to the constitution that listed right not already in the constitution,Banana Split
144,Meryl Streep,Warren,Question: who played ray's mother in the movie ray,500 BC
144,Romeo and Juliet,A Midsummer Night's Dream,Question: dead poets society what play is neil in,Michael Jordan
144,100 splendors,seven splendors,Question: how many splendors or ornaments does humbaba have,"Dwayne ""The Rock"" Johnson"
145,1776,37171,Question: when did us first send troops to afghanistan,Beyonce
